"","YearWeekISO","FirstDose","FirstDoseRefused","SecondDose","UnknownDose","NumberDosesReceived","Region","Population","ReportingCountry","TargetGroup","Vaccine","Denominator"
"27438","2021-W05",0,NA,0,0,NA,"PL52",37958138,"PL","ALL","JANSS",786355
"27439","2021-W05",7328,NA,9495,0,NA,"PL62",37958138,"PL","ALL","COM",1141615
"27440","2021-W05",0,NA,0,0,NA,"PL21",37958138,"PL","ALL","AZ",2725922
"27441","2021-W05",0,NA,0,0,NA,"PL71",37958138,"PL","ALL","JANSS",2026852
"27442","2021-W05",0,NA,0,0,NA,"PL92X",37958138,"PL","ALL","JANSS",NA
"27443","2021-W05",0,NA,0,0,NA,"PL43",37958138,"PL","ALL","AZ",819729
"27444","2021-W05",15419,NA,9314,0,NA,"PL82",37958138,"PL","ALL","COM",1701879
"27445","2021-W05",0,NA,0,0,NA,"PL71",37958138,"PL","ALL","MOD",2026852
"27446","2021-W05",0,NA,0,0,NA,"PL63",37958138,"PL","ALL","AZ",1856577
"27447","2021-W05",12168,NA,12246,0,NA,"PL42",37958138,"PL","ALL","COM",1381726
"27448","2021-W05",0,NA,0,0,NA,"PL61",37958138,"PL","ALL","AZ",1679966
"27449","2021-W05",0,NA,0,0,NA,"PL52",37958138,"PL","ALL","MOD",786355
"27450","2021-W05",2134,NA,0,0,NA,"PL21",37958138,"PL","ALL","MOD",2725922
"27451","2021-W05",0,NA,0,0,NA,"PL92X",37958138,"PL","ALL","AZ",NA
"27452","2021-W05",0,NA,0,0,NA,"PL62",37958138,"PL","ALL","AZ",1141615
"27453","2021-W05",0,NA,0,0,NA,"PL62",37958138,"PL","ALL","MOD",1141615
"27454","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","ALL","AZ",1719530
"27455","2021-W05",1832,NA,0,0,NA,"PL41",37958138,"PL","ALL","MOD",2803093
"27456","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","ALL","AZ",1381726
"27457","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","ALL","MOD",1719530
"27458","2021-W05",14345,NA,14493,0,NA,"PL81",37958138,"PL","ALL","COM",1719530
"27459","2021-W05",0,NA,0,0,NA,"PL22",37958138,"PL","ALL","JANSS",3705960
"27460","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","ALL","MOD",1381726
"27461","2021-W05",0,NA,0,0,NA,"PL72",37958138,"PL","ALL","JANSS",1016552
"27462","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","ALL","JANSS",1381726
"27463","2021-W05",0,NA,0,0,NA,"PL51",37958138,"PL","Age18_24","MOD",189725
"27464","2021-W05",0,NA,0,0,NA,"PL92X",37958138,"PL","Age18_24","AZ",NA
"27465","2021-W05",0,NA,0,0,NA,"PL82",37958138,"PL","Age18_24","AZ",170066
"27466","2021-W05",181,NA,1865,0,NA,"PL41",37958138,"PL","Age18_24","COM",257651
"27467","2021-W05",0,NA,0,0,NA,"PL",37958138,"PL","Age18_24","AZ",2754264
"27468","2021-W05",0,NA,0,0,NA,"PL52",37958138,"PL","Age18_24","AZ",67721
"27469","2021-W05",0,NA,0,0,NA,"PL52",37958138,"PL","Age18_24","MOD",67721
"27470","2021-W05",0,NA,0,0,NA,"PL",37958138,"PL","Age18_24","JANSS",2754264
"27471","2021-W05",1,NA,0,0,NA,"PL22",37958138,"PL","Age18_24","MOD",299728
"27472","2021-W05",0,NA,0,0,NA,"PL52",37958138,"PL","Age18_24","JANSS",67721
"27473","2021-W05",0,NA,0,0,NA,"PL62",37958138,"PL","Age18_24","AZ",109948
"27474","2021-W05",908,NA,1077,0,NA,"PL21",37958138,"PL","Age18_24","COM",257295
"27475","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","Age18_24","MOD",120140
"27476","2021-W05",0,NA,0,0,NA,"PL92X",37958138,"PL","Age18_24","MOD",NA
"27477","2021-W05",0,NA,0,0,NA,"PL72",37958138,"PL","Age18_24","JANSS",91866
"27478","2021-W05",0,NA,0,0,NA,"PL63",37958138,"PL","Age18_24","MOD",171036
"27479","2021-W05",90,NA,83,0,NA,"PL43",37958138,"PL","Age18_24","COM",73609
"27480","2021-W05",53,NA,198,0,NA,"PL72",37958138,"PL","Age18_24","COM",91866
"27481","2021-W05",198,NA,3217,0,NA,"PL71",37958138,"PL","Age18_24","COM",169826
"27482","2021-W05",56,NA,493,0,NA,"PL84",37958138,"PL","Age18_24","COM",88801
"27483","2021-W05",0,NA,0,0,NA,"PL62",37958138,"PL","Age18_24","MOD",109948
"27484","2021-W05",0,NA,0,0,NA,"PL61",37958138,"PL","Age18_24","AZ",155296
"27485","2021-W05",0,NA,0,0,NA,"PL63",37958138,"PL","Age18_24","JANSS",171036
"27486","2021-W05",0,NA,0,0,NA,"PL41",37958138,"PL","Age18_24","JANSS",257651
"27487","2021-W05",14,NA,0,0,NA,"PL21",37958138,"PL","Age18_24","MOD",257295
"27488","2021-W05",210,NA,372,0,NA,"PL61",37958138,"PL","Age18_24","COM",155296
"27489","2021-W05",0,NA,0,0,NA,"PL43",37958138,"PL","Age18_24","MOD",73609
"27490","2021-W05",179,NA,2071,0,NA,"PL63",37958138,"PL","Age18_24","COM",171036
"27491","2021-W05",0,NA,0,0,NA,"PL84",37958138,"PL","Age18_24","MOD",88801
"27492","2021-W05",89,NA,0,0,NA,"PL",37958138,"PL","Age18_24","MOD",2754264
"27493","2021-W05",0,NA,0,0,NA,"PL22",37958138,"PL","Age18_24","JANSS",299728
"27494","2021-W05",0,NA,0,0,NA,"PL62",37958138,"PL","Age18_24","JANSS",109948
"27495","2021-W05",0,NA,0,0,NA,"PL84",37958138,"PL","Age18_24","AZ",88801
"27496","2021-W05",0,NA,0,0,NA,"PL71",37958138,"PL","Age18_24","MOD",169826
"27497","2021-W05",0,NA,0,0,NA,"PL51",37958138,"PL","Age18_24","JANSS",189725
"27498","2021-W05",71,NA,308,0,NA,"PL62",37958138,"PL","Age18_24","COM",109948
"27499","2021-W05",0,NA,0,0,NA,"PL63",37958138,"PL","Age18_24","AZ",171036
"27500","2021-W05",3656,NA,20598,0,NA,"PL",37958138,"PL","Age18_24","COM",2754264
"27501","2021-W05",165,NA,1229,0,NA,"PL22",37958138,"PL","Age18_24","COM",299728
"27502","2021-W05",0,NA,0,0,NA,"PL71",37958138,"PL","Age18_24","JANSS",169826
"27503","2021-W05",407,NA,4739,0,NA,"PL92X",37958138,"PL","Age18_24","COM",NA
"27504","2021-W05",77,NA,1078,0,NA,"PL81",37958138,"PL","Age18_24","COM",163186
"27505","2021-W05",0,NA,0,0,NA,"PL43",37958138,"PL","Age18_24","AZ",73609
"27506","2021-W05",0,NA,0,0,NA,"PL43",37958138,"PL","Age18_24","JANSS",73609
"27507","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","Age18_24","AZ",163186
"27508","2021-W05",0,NA,0,0,NA,"PL41",37958138,"PL","Age18_24","AZ",257651
"27509","2021-W05",0,NA,0,0,NA,"PL82",37958138,"PL","Age18_24","MOD",170066
"27510","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","Age18_24","AZ",120140
"27511","2021-W05",0,NA,0,0,NA,"PL22",37958138,"PL","Age18_24","AZ",299728
"27512","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","Age18_24","MOD",163186
"27513","2021-W05",843,NA,963,0,NA,"PL42",37958138,"PL","Age18_24","COM",120140
"27514","2021-W05",0,NA,0,0,NA,"PL92X",37958138,"PL","Age18_24","JANSS",NA
"27515","2021-W05",68,NA,354,0,NA,"PL82",37958138,"PL","Age18_24","COM",170066
"27516","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","Age18_24","JANSS",120140
"27517","2021-W05",0,NA,0,0,NA,"PL51",37958138,"PL","Age18_24","AZ",189725
"27518","2021-W05",0,NA,0,0,NA,"PL61",37958138,"PL","Age18_24","JANSS",155296
"27519","2021-W05",74,NA,0,0,NA,"PL41",37958138,"PL","Age18_24","MOD",257651
"27520","2021-W05",0,NA,0,0,NA,"PL72",37958138,"PL","Age18_24","AZ",91866
"27521","2021-W05",52,NA,338,0,NA,"PL52",37958138,"PL","Age18_24","COM",67721
"27522","2021-W05",0,NA,0,0,NA,"PL21",37958138,"PL","Age18_24","AZ",257295
"27523","2021-W05",0,NA,0,0,NA,"PL72",37958138,"PL","Age18_24","MOD",91866
"27524","2021-W05",0,NA,0,0,NA,"PL84",37958138,"PL","Age18_24","JANSS",88801
"27525","2021-W05",0,NA,0,0,NA,"PL71",37958138,"PL","Age18_24","AZ",169826
"27526","2021-W05",0,NA,0,0,NA,"PL61",37958138,"PL","Age18_24","MOD",155296
"27527","2021-W05",0,NA,0,0,NA,"PL21",37958138,"PL","Age18_24","JANSS",257295
"27528","2021-W05",98,NA,2213,0,NA,"PL51",37958138,"PL","Age18_24","COM",189725
"27529","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","Age18_24","JANSS",163186
"27530","2021-W05",0,NA,0,0,NA,"PL82",37958138,"PL","Age18_24","JANSS",170066
"27531","2021-W05",0,NA,0,0,NA,"PL52",37958138,"PL","Age25_49","JANSS",340831
"27532","2021-W05",54,NA,0,0,NA,"PL21",37958138,"PL","Age25_49","MOD",1266726
"27533","2021-W05",1022,NA,5487,0,NA,"PL42",37958138,"PL","Age25_49","COM",613499
"27534","2021-W05",0,NA,0,0,NA,"PL41",37958138,"PL","Age25_49","AZ",1311099
"27535","2021-W05",260,NA,2659,0,NA,"PL52",37958138,"PL","Age25_49","COM",340831
"27536","2021-W05",0,NA,0,0,NA,"PL82",37958138,"PL","Age25_49","JANSS",774259
"27537","2021-W05",1120,NA,8515,0,NA,"PL71",37958138,"PL","Age25_49","COM",877201
"27538","2021-W05",0,NA,0,0,NA,"PL63",37958138,"PL","Age25_49","AZ",863608
"27539","2021-W05",1998,NA,8860,0,NA,"PL21",37958138,"PL","Age25_49","COM",1266726
"27540","2021-W05",0,NA,0,0,NA,"PL51",37958138,"PL","Age25_49","MOD",1075447
"27541","2021-W05",0,NA,0,0,NA,"PL41",37958138,"PL","Age25_49","JANSS",1311099
"27542","2021-W05",0,NA,0,0,NA,"PL63",37958138,"PL","Age25_49","MOD",863608
"27543","2021-W05",0,NA,0,0,NA,"PL22",37958138,"PL","Age25_49","AZ",1628150
"27544","2021-W05",307,NA,4235,0,NA,"PL62",37958138,"PL","Age25_49","COM",513216
"27545","2021-W05",715,NA,6480,0,NA,"PL81",37958138,"PL","Age25_49","COM",758087
"27546","2021-W05",0,NA,0,0,NA,"PL82",37958138,"PL","Age25_49","MOD",774259
"27547","2021-W05",0,NA,0,0,NA,"PL61",37958138,"PL","Age25_49","AZ",754125
"27548","2021-W05",0,NA,0,0,NA,"PL52",37958138,"PL","Age25_49","MOD",340831
"27549","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","Age25_49","JANSS",613499
"27550","2021-W05",0,NA,0,0,NA,"PL43",37958138,"PL","Age25_49","AZ",372241
"27551","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","Age25_49","MOD",758087
"27552","2021-W05",463,NA,2820,0,NA,"PL84",37958138,"PL","Age25_49","COM",416409
"27553","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","Age25_49","AZ",613499
"27554","2021-W05",0,NA,0,0,NA,"PL62",37958138,"PL","Age25_49","AZ",513216
"27555","2021-W05",0,NA,0,0,NA,"PL43",37958138,"PL","Age25_49","JANSS",372241
"27556","2021-W05",0,NA,0,0,NA,"PL61",37958138,"PL","Age25_49","JANSS",754125
"27557","2021-W05",981,NA,7520,0,NA,"PL63",37958138,"PL","Age25_49","COM",863608
"27558","2021-W05",0,NA,0,0,NA,"PL22",37958138,"PL","Age25_49","JANSS",1628150
"27559","2021-W05",0,NA,0,0,NA,"PL62",37958138,"PL","Age25_49","JANSS",513216
"27560","2021-W05",0,NA,0,0,NA,"PL21",37958138,"PL","Age25_49","JANSS",1266726
"27561","2021-W05",1482,NA,8950,0,NA,"PL41",37958138,"PL","Age25_49","COM",1311099
"27562","2021-W05",1217,NA,11465,0,NA,"PL51",37958138,"PL","Age25_49","COM",1075447
"27563","2021-W05",1112,NA,13422,0,NA,"PL22",37958138,"PL","Age25_49","COM",1628150
"27564","2021-W05",0,NA,0,0,NA,"PL63",37958138,"PL","Age25_49","JANSS",863608
"27565","2021-W05",0,NA,0,0,NA,"PL43",37958138,"PL","Age25_49","MOD",372241
"27566","2021-W05",0,NA,0,0,NA,"PL52",37958138,"PL","Age25_49","AZ",340831
"27567","2021-W05",505,NA,0,0,NA,"PL",37958138,"PL","Age25_49","MOD",14035724
"27568","2021-W05",0,NA,0,0,NA,"PL92X",37958138,"PL","Age25_49","AZ",NA
"27569","2021-W05",13,NA,0,0,NA,"PL22",37958138,"PL","Age25_49","MOD",1628150
"27570","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","Age25_49","AZ",758087
"27571","2021-W05",0,NA,0,0,NA,"PL71",37958138,"PL","Age25_49","MOD",877201
"27572","2021-W05",0,NA,0,0,NA,"PL62",37958138,"PL","Age25_49","MOD",513216
"27573","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","Age25_49","MOD",613499
"27574","2021-W05",16119,NA,117340,0,NA,"PL",37958138,"PL","Age25_49","COM",14035724
"27575","2021-W05",0,NA,0,0,NA,"PL72",37958138,"PL","Age25_49","JANSS",437181
"27576","2021-W05",0,NA,0,0,NA,"PL84",37958138,"PL","Age25_49","MOD",416409
"27577","2021-W05",0,NA,0,0,NA,"PL71",37958138,"PL","Age25_49","JANSS",877201
"27578","2021-W05",954,NA,5405,0,NA,"PL61",37958138,"PL","Age25_49","COM",754125
"27579","2021-W05",1,NA,0,0,NA,"PL92X",37958138,"PL","Age25_49","MOD",NA
"27580","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","Age25_49","JANSS",758087
"27581","2021-W05",0,NA,0,0,NA,"PL",37958138,"PL","Age25_49","JANSS",14035724
"27582","2021-W05",0,NA,0,0,NA,"PL61",37958138,"PL","Age25_49","MOD",754125
"27583","2021-W05",282,NA,2368,0,NA,"PL43",37958138,"PL","Age25_49","COM",372241
"27584","2021-W05",0,NA,0,0,NA,"PL72",37958138,"PL","Age25_49","AZ",437181
"27585","2021-W05",0,NA,0,0,NA,"PL51",37958138,"PL","Age25_49","AZ",1075447
"27586","2021-W05",659,NA,4220,0,NA,"PL82",37958138,"PL","Age25_49","COM",774259
"27587","2021-W05",0,NA,0,0,NA,"PL",37958138,"PL","Age25_49","AZ",14035724
"27588","2021-W05",2857,NA,22027,0,NA,"PL92X",37958138,"PL","Age25_49","COM",NA
"27589","2021-W05",0,NA,0,0,NA,"PL21",37958138,"PL","Age25_49","AZ",1266726
"27590","2021-W05",0,NA,0,0,NA,"PL51",37958138,"PL","Age25_49","JANSS",1075447
"27591","2021-W05",0,NA,0,0,NA,"PL71",37958138,"PL","Age25_49","AZ",877201
"27592","2021-W05",0,NA,0,0,NA,"PL92X",37958138,"PL","Age25_49","JANSS",NA
"27593","2021-W05",0,NA,0,0,NA,"PL84",37958138,"PL","Age25_49","AZ",416409
"27594","2021-W05",0,NA,0,0,NA,"PL84",37958138,"PL","Age25_49","JANSS",416409
"27595","2021-W05",437,NA,0,0,NA,"PL41",37958138,"PL","Age25_49","MOD",1311099
"27596","2021-W05",690,NA,2907,0,NA,"PL72",37958138,"PL","Age25_49","COM",437181
"27597","2021-W05",0,NA,0,0,NA,"PL82",37958138,"PL","Age25_49","AZ",774259
"27598","2021-W05",0,NA,0,0,NA,"PL72",37958138,"PL","Age25_49","MOD",437181
"27599","2021-W05",420,NA,2985,0,NA,"PL82",37958138,"PL","Age50_59","COM",261041
"27600","2021-W05",0,NA,0,0,NA,"PL52",37958138,"PL","Age50_59","MOD",126175
"27601","2021-W05",122,NA,1589,0,NA,"PL43",37958138,"PL","Age50_59","COM",119913
"27602","2021-W05",811,NA,4814,0,NA,"PL21",37958138,"PL","Age50_59","COM",406089
"27603","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","Age50_59","AZ",258090
"27604","2021-W05",0,NA,0,0,NA,"PL63",37958138,"PL","Age50_59","JANSS",268723
"27605","2021-W05",520,NA,7883,0,NA,"PL22",37958138,"PL","Age50_59","COM",574660
"27606","2021-W05",0,NA,0,0,NA,"PL62",37958138,"PL","Age50_59","JANSS",178133
"27607","2021-W05",0,NA,0,0,NA,"PL62",37958138,"PL","Age50_59","MOD",178133
"27608","2021-W05",0,NA,0,0,NA,"PL72",37958138,"PL","Age50_59","MOD",152406
"27609","2021-W05",15,NA,0,0,NA,"PL21",37958138,"PL","Age50_59","MOD",406089
"27610","2021-W05",0,NA,0,0,NA,"PL22",37958138,"PL","Age50_59","MOD",574660
"27611","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","Age50_59","JANSS",258090
"27612","2021-W05",0,NA,0,0,NA,"PL22",37958138,"PL","Age50_59","AZ",574660
"27613","2021-W05",430,NA,3121,0,NA,"PL42",37958138,"PL","Age50_59","COM",202987
"27614","2021-W05",0,NA,0,0,NA,"PL",37958138,"PL","Age50_59","JANSS",4606379
"27615","2021-W05",112,NA,0,0,NA,"PL",37958138,"PL","Age50_59","MOD",4606379
"27616","2021-W05",0,NA,0,0,NA,"PL71",37958138,"PL","Age50_59","JANSS",299875
"27617","2021-W05",542,NA,4951,0,NA,"PL71",37958138,"PL","Age50_59","COM",299875
"27618","2021-W05",0,NA,0,0,NA,"PL41",37958138,"PL","Age50_59","AZ",408573
"27619","2021-W05",0,NA,0,0,NA,"PL41",37958138,"PL","Age50_59","JANSS",408573
"27620","2021-W05",0,NA,0,0,NA,"PL82",37958138,"PL","Age50_59","MOD",261041
"27621","2021-W05",0,NA,0,0,NA,"PL43",37958138,"PL","Age50_59","AZ",119913
"27622","2021-W05",0,NA,0,0,NA,"PL72",37958138,"PL","Age50_59","JANSS",152406
"27623","2021-W05",0,NA,0,0,NA,"PL84",37958138,"PL","Age50_59","AZ",150688
"27624","2021-W05",0,NA,0,0,NA,"PL51",37958138,"PL","Age50_59","AZ",335778
"27625","2021-W05",119,NA,1521,0,NA,"PL52",37958138,"PL","Age50_59","COM",126175
"27626","2021-W05",0,NA,0,0,NA,"PL92X",37958138,"PL","Age50_59","AZ",NA
"27627","2021-W05",0,NA,0,0,NA,"PL71",37958138,"PL","Age50_59","MOD",299875
"27628","2021-W05",0,NA,0,0,NA,"PL72",37958138,"PL","Age50_59","AZ",152406
"27629","2021-W05",0,NA,0,0,NA,"PL63",37958138,"PL","Age50_59","MOD",268723
"27630","2021-W05",0,NA,0,0,NA,"PL",37958138,"PL","Age50_59","AZ",4606379
"27631","2021-W05",171,NA,2880,0,NA,"PL62",37958138,"PL","Age50_59","COM",178133
"27632","2021-W05",0,NA,0,0,NA,"PL52",37958138,"PL","Age50_59","AZ",126175
"27633","2021-W05",0,NA,0,0,NA,"PL52",37958138,"PL","Age50_59","JANSS",126175
"27634","2021-W05",0,NA,0,0,NA,"PL84",37958138,"PL","Age50_59","MOD",150688
"27635","2021-W05",522,NA,6327,0,NA,"PL51",37958138,"PL","Age50_59","COM",335778
"27636","2021-W05",359,NA,3660,0,NA,"PL63",37958138,"PL","Age50_59","COM",268723
"27637","2021-W05",0,NA,0,0,NA,"PL82",37958138,"PL","Age50_59","JANSS",261041
"27638","2021-W05",0,NA,0,0,NA,"PL61",37958138,"PL","Age50_59","JANSS",253070
"27639","2021-W05",0,NA,0,0,NA,"PL43",37958138,"PL","Age50_59","MOD",119913
"27640","2021-W05",0,NA,0,0,NA,"PL82",37958138,"PL","Age50_59","AZ",261041
"27641","2021-W05",0,NA,0,0,NA,"PL92X",37958138,"PL","Age50_59","JANSS",NA
"27642","2021-W05",0,NA,0,0,NA,"PL21",37958138,"PL","Age50_59","JANSS",406089
"27643","2021-W05",306,NA,1943,0,NA,"PL72",37958138,"PL","Age50_59","COM",152406
"27644","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","Age50_59","MOD",258090
"27645","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","Age50_59","MOD",202987
"27646","2021-W05",7098,NA,66523,0,NA,"PL",37958138,"PL","Age50_59","COM",4606379
"27647","2021-W05",0,NA,0,0,NA,"PL71",37958138,"PL","Age50_59","AZ",299875
"27648","2021-W05",377,NA,4041,0,NA,"PL81",37958138,"PL","Age50_59","COM",258090
"27649","2021-W05",0,NA,0,0,NA,"PL21",37958138,"PL","Age50_59","AZ",406089
"27650","2021-W05",0,NA,0,0,NA,"PL51",37958138,"PL","Age50_59","MOD",335778
"27651","2021-W05",0,NA,0,0,NA,"PL92X",37958138,"PL","Age50_59","MOD",NA
"27652","2021-W05",0,NA,0,0,NA,"PL84",37958138,"PL","Age50_59","JANSS",150688
"27653","2021-W05",0,NA,0,0,NA,"PL43",37958138,"PL","Age50_59","JANSS",119913
"27654","2021-W05",358,NA,3231,0,NA,"PL61",37958138,"PL","Age50_59","COM",253070
"27655","2021-W05",267,NA,1887,0,NA,"PL84",37958138,"PL","Age50_59","COM",150688
"27656","2021-W05",97,NA,0,0,NA,"PL41",37958138,"PL","Age50_59","MOD",408573
"27657","2021-W05",0,NA,0,0,NA,"PL63",37958138,"PL","Age50_59","AZ",268723
"27658","2021-W05",0,NA,0,0,NA,"PL61",37958138,"PL","Age50_59","MOD",253070
"27659","2021-W05",1093,NA,10861,0,NA,"PL92X",37958138,"PL","Age50_59","COM",NA
"27660","2021-W05",0,NA,0,0,NA,"PL62",37958138,"PL","Age50_59","AZ",178133
"27661","2021-W05",0,NA,0,0,NA,"PL51",37958138,"PL","Age50_59","JANSS",335778
"27662","2021-W05",0,NA,0,0,NA,"PL61",37958138,"PL","Age50_59","AZ",253070
"27663","2021-W05",0,NA,0,0,NA,"PL22",37958138,"PL","Age50_59","JANSS",574660
"27664","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","Age50_59","AZ",202987
"27665","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","Age50_59","JANSS",202987
"27666","2021-W05",681,NA,4829,0,NA,"PL41",37958138,"PL","Age50_59","COM",408573
"27667","2021-W05",1544,NA,6494,0,NA,"PL92X",37958138,"PL","Age60_69","COM",NA
"27668","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","Age60_69","MOD",253178
"27669","2021-W05",825,NA,2589,0,NA,"PL21",37958138,"PL","Age60_69","COM",411003
"27670","2021-W05",0,NA,0,0,NA,"PL72",37958138,"PL","Age60_69","JANSS",176999
"27671","2021-W05",234,NA,0,0,NA,"PL",37958138,"PL","Age60_69","MOD",5179612
"27672","2021-W05",0,NA,0,0,NA,"PL84",37958138,"PL","Age60_69","MOD",149081
"27673","2021-W05",57,NA,0,0,NA,"PL22",37958138,"PL","Age60_69","MOD",643350
"27674","2021-W05",41,NA,0,0,NA,"PL21",37958138,"PL","Age60_69","MOD",411003
"27675","2021-W05",0,NA,0,0,NA,"PL72",37958138,"PL","Age60_69","AZ",176999
"27676","2021-W05",0,NA,0,0,NA,"PL41",37958138,"PL","Age60_69","JANSS",451714
"27677","2021-W05",0,NA,0,0,NA,"PL43",37958138,"PL","Age60_69","JANSS",144781
"27678","2021-W05",192,NA,974,0,NA,"PL43",37958138,"PL","Age60_69","COM",144781
"27679","2021-W05",1,NA,0,0,NA,"PL82",37958138,"PL","Age60_69","MOD",260743
"27680","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","Age60_69","AZ",282559
"27681","2021-W05",0,NA,0,0,NA,"PL92X",37958138,"PL","Age60_69","MOD",NA
"27682","2021-W05",661,NA,2094,0,NA,"PL63",37958138,"PL","Age60_69","COM",303074
"27683","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","Age60_69","JANSS",282559
"27684","2021-W05",0,NA,0,0,NA,"PL81",37958138,"PL","Age60_69","MOD",282559
"27685","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","Age60_69","JANSS",253178
"27686","2021-W05",0,NA,0,0,NA,"PL51",37958138,"PL","Age60_69","AZ",427511
"27687","2021-W05",0,NA,0,0,NA,"PL62",37958138,"PL","Age60_69","JANSS",194061
"27688","2021-W05",1033,NA,4158,0,NA,"PL51",37958138,"PL","Age60_69","COM",427511
"27689","2021-W05",0,NA,0,0,NA,"PL71",37958138,"PL","Age60_69","JANSS",358487
"27690","2021-W05",0,NA,0,0,NA,"PL22",37958138,"PL","Age60_69","JANSS",643350
"27691","2021-W05",0,NA,0,0,NA,"PL22",37958138,"PL","Age60_69","AZ",643350
"27692","2021-W05",437,NA,1601,0,NA,"PL61",37958138,"PL","Age60_69","COM",283734
"27693","2021-W05",0,NA,0,0,NA,"PL84",37958138,"PL","Age60_69","AZ",149081
"27694","2021-W05",0,NA,0,0,NA,"PL63",37958138,"PL","Age60_69","AZ",303074
"27695","2021-W05",0,NA,0,0,NA,"PL82",37958138,"PL","Age60_69","AZ",260743
"27696","2021-W05",586,NA,2073,0,NA,"PL42",37958138,"PL","Age60_69","COM",253178
"27697","2021-W05",0,NA,0,0,NA,"PL43",37958138,"PL","Age60_69","AZ",144781
"27698","2021-W05",0,NA,0,0,NA,"PL72",37958138,"PL","Age60_69","MOD",176999
"27699","2021-W05",0,NA,0,0,NA,"PL21",37958138,"PL","Age60_69","JANSS",411003
"27700","2021-W05",0,NA,0,0,NA,"PL61",37958138,"PL","Age60_69","AZ",283734
"27701","2021-W05",0,NA,0,0,NA,"PL42",37958138,"PL","Age60_69","AZ",253178
"27702","2021-W05",199,NA,824,0,NA,"PL52",37958138,"PL","Age60_69","COM",132877
"27703","2021-W05",0,NA,0,0,NA,"PL63",37958138,"PL","Age60_69","JANSS",303074
"27704","2021-W05",0,NA,0,0,NA,"PL63",37958138,"PL","Age60_69","MOD",303074
"27705","2021-W05",325,NA,961,0,NA,"PL72",37958138,"PL","Age60_69","COM",176999
"27706","2021-W05",0,NA,0,0,NA,"PL",37958138,"PL","Age60_69","JANSS",5179612
"27707","2021-W05",0,NA,0,0,NA,"PL61",37958138,"PL","Age60_69","MOD",283734
"27708","2021-W05",0,NA,0,0,NA,"PL84",37958138,"PL","Age60_69","JANSS",149081
"27709","2021-W05",582,NA,2323,0,NA,"PL81",37958138,"PL","Age60_69","COM",282559
"27710","2021-W05",0,NA,0,0,NA,"PL41",37958138,"PL","Age60_69","AZ",451714
"27711","2021-W05",0,NA,0,0,NA,"PL92X",37958138,"PL","Age60_69","AZ",NA
"27712","2021-W05",0,NA,0,0,NA,"PL52",37958138,"PL","Age60_69","AZ",132877
"27713","2021-W05",0,NA,0,0,NA,"PL52",37958138,"PL","Age60_69","JANSS",132877
"27714","2021-W05",0,NA,0,0,NA,"PL51",37958138,"PL","Age60_69","JANSS",427511
"27715","2021-W05",0,NA,1,0,NA,"PL",37958138,"PL","Age60_69","AZ",5179612
"27716","2021-W05",270,NA,1575,0,NA,"PL62",37958138,"PL","Age60_69","COM",194061
"27717","2021-W05",0,NA,0,0,NA,"PL62",37958138,"PL","Age60_69","AZ",194061
"27718","2021-W05",644,NA,3025,0,NA,"PL71",37958138,"PL","Age60_69","COM",358487
"27719","2021-W05",679,NA,2755,0,NA,"PL41",37958138,"PL","Age60_69","COM",451714
"27720","2021-W05",9816,NA,38101,0,NA,"PL",37958138,"PL","Age60_69","COM",5179612
"27721","2021-W05",135,NA,0,0,NA,"PL41",37958138,"PL","Age60_69","MOD",451714
"27722","2021-W05",0,NA,0,0,NA,"PL82",37958138,"PL","Age60_69","JANSS",260743
"27723","2021-W05",0,NA,0,0,NA,"PL51",37958138,"PL","Age60_69","MOD",427511
"27724","2021-W05",368,NA,1084,0,NA,"PL84",37958138,"PL","Age60_69","COM",149081
"27725","2021-W05",0,NA,0,0,NA,"PL71",37958138,"PL","Age60_69","MOD",358487
